,,AAPL,AAPL,AAPL,AAPL,AAPL
0,2015-01-02T00:00:00.000,24.3204288482666,24.789797903918426,23.879977645896325,24.778674738802675,212818400
1,2015-01-05T00:00:00.000,23.635292053222656,24.169171930797507,23.448435029507998,24.08908986430341,257142000
2,2015-01-06T00:00:00.000,23.637508392333984,23.89777416479279,23.27491425227713,23.699794044154206,263188400
3,2015-01-07T00:00:00.000,23.968955993652344,24.069057683208676,23.735383121812127,23.846607975610976,160423600
4,2015-01-08T00:00:00.000,24.889904022216797,24.947741436209547,24.180288730141065,24.298188530976255,237458000
